дата,рік,місяць,країна,місто,система_DRS,рівень_збору_%,рік_запуску_системи,бренд,матеріал,кількість_пляшок,депозит_EUR,метод_виплати
2024-05-10,2024,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,PET,2,0.22,Ваучер
2024-05-11,2024,5,Хорватія,Рієка,HAOP,90,2006,Ozujsko,PET,12,2.05,Готівка
2024-05-11,2024,5,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,ALU,18,3.38,Благодійність
2024-05-11,2024,5,Фінляндія,Тампере,Palpa,94,1996,Coca-Cola Finland,PET,22,3.53,Благодійність
2024-05-11,2024,5,Данія,Оденсе,Dansk Retursystem,89,2002,Faxe,PET,29,7.05,Готівка
2024-05-11,2024,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Royal Unibrew,ALU,33,5.08,Ваучер
2024-05-12,2024,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,ALU,20,4.39,Готівка
2024-05-13,2024,5,Норвегія,Берген,Infinitum,97,1999,Farris,ALU,31,6.96,Ваучер
2024-05-13,2024,5,Німеччина,Штутгарт,DPG/Pfand,98,2003,Volvic,PET,12,1.64,Благодійність
2024-05-13,2024,5,Естонія,Нарва,Eesti Pandipakend,93,2005,Saku,ALU,33,7.99,Готівка
2024-05-13,2024,5,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,PET,5,1.15,Ваучер
2024-05-13,2024,5,Швеція,Мальме,Returpack,88,1984,Loka,ALU,18,2.11,Благодійність
2024-05-13,2024,5,Швеція,Мальме,Returpack,88,1984,Loka,PET,28,5.92,Готівка
2024-05-13,2024,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Tuborg,ALU,27,4.28,Додаток
2024-05-13,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,30,4.12,Додаток
2024-05-13,2024,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,2,0.28,Додаток
2024-05-14,2024,5,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,PET,3,0.71,Ваучер
2024-05-14,2024,5,Литва,Вільнюс,USAD,92,2016,Švyturys,PET,25,5.52,Додаток
2024-05-14,2024,5,Швеція,Уппсала,Returpack,88,1984,Loka,PET,19,2.44,Ваучер
2024-05-14,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Heineken,PET,23,3.46,Благодійність
2024-05-15,2024,5,Норвегія,Тромсе,Infinitum,97,1999,Imsdal,PET,20,3.0,Додаток
2024-05-15,2024,5,Німеччина,Кельн,DPG/Pfand,98,2003,Sprite,PET,19,4.51,Благодійність
2024-05-15,2024,5,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,20,4.9,Додаток
2024-05-15,2024,5,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,7,0.72,Благодійність
2024-05-15,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,ALU,5,0.62,Готівка
2024-05-15,2024,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,23,4.32,Благодійність
2024-05-15,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Sourcy,PET,30,3.15,Благодійність
2024-05-16,2024,5,Литва,Каунас,USAD,92,2016,Akvilė,ALU,29,5.74,Благодійність
2024-05-16,2024,5,Литва,Клайпеда,USAD,92,2016,Rasa,ALU,11,1.13,Готівка
2024-05-16,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,ALU,27,5.43,Готівка
2024-05-16,2024,5,Данія,Оденсе,Dansk Retursystem,89,2002,Tuborg,ALU,5,0.85,Ваучер
2024-05-16,2024,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Aldaris,PET,2,0.41,Готівка
2024-05-17,2024,5,Норвегія,Ставангер,Infinitum,97,1999,Hansa,PET,15,3.16,Благодійність
2024-05-17,2024,5,Німеччина,Мюнхен,DPG/Pfand,98,2003,Pepsi,ALU,8,0.81,Додаток
2024-05-17,2024,5,Литва,Вільнюс,USAD,92,2016,Rasa,PET,6,1.11,Додаток
2024-05-17,2024,5,Литва,Вільнюс,USAD,92,2016,Kauno Grūdai,PET,26,4.5,Готівка
2024-05-17,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,17,2.03,Ваучер
2024-05-18,2024,5,Німеччина,Штутгарт,DPG/Pfand,98,2003,Paulaner,PET,9,1.03,Ваучер
2024-05-18,2024,5,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,ALU,9,2.2,Додаток
2024-05-18,2024,5,Фінляндія,Турку,Palpa,94,1996,Fazer,PET,6,1.16,Благодійність
2024-05-18,2024,5,Швеція,Гетеборг,Returpack,88,1984,Pepsi Sweden,PET,25,3.7,Готівка
2024-05-18,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,12,2.17,Додаток
2024-05-18,2024,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Faxe,ALU,11,2.63,Додаток
2024-05-18,2024,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,23,2.53,Ваучер
2024-05-18,2024,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,5,1.12,Благодійність
2024-05-18,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Sourcy,PET,5,0.88,Ваучер
2024-05-19,2024,5,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,ALU,6,1.41,Благодійність
2024-05-19,2024,5,Німеччина,Франкфурт,DPG/Pfand,98,2003,Coca-Cola,PET,15,1.62,Додаток
2024-05-19,2024,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Värska,ALU,6,1.36,Готівка
2024-05-19,2024,5,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,30,5.17,Готівка
2024-05-19,2024,5,Хорватія,Спліт,HAOP,90,2006,Jana,PET,14,3.22,Готівка
2024-05-19,2024,5,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,PET,24,5.86,Благодійність
2024-05-20,2024,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,13,2.11,Готівка
2024-05-20,2024,5,Швеція,Уппсала,Returpack,88,1984,Pepsi Sweden,PET,8,1.51,Ваучер
2024-05-20,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,11,1.88,Ваучер
2024-05-20,2024,5,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,ALU,3,0.66,Готівка
2024-05-20,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,5,0.96,Ваучер
2024-05-21,2024,5,Норвегія,Берген,Infinitum,97,1999,Farris,PET,27,5.66,Додаток
2024-05-21,2024,5,Литва,Каунас,USAD,92,2016,Kauno Grūdai,PET,29,6.98,Ваучер
2024-05-21,2024,5,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,29,5.32,Готівка
2024-05-21,2024,5,Фінляндія,Гельсінкі,Palpa,94,1996,Pirkka,PET,33,5.95,Додаток
2024-05-21,2024,5,Швеція,Стокгольм,Returpack,88,1984,Loka,PET,11,1.91,Додаток
2024-05-21,2024,5,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,19,3.22,Благодійність
2024-05-22,2024,5,Німеччина,Мюнхен,DPG/Pfand,98,2003,Volvic,ALU,30,4.85,Додаток
2024-05-22,2024,5,Хорватія,Осієк,HAOP,90,2006,Jamnica,PET,11,2.03,Готівка
2024-05-22,2024,5,Фінляндія,Оулу,Palpa,94,1996,Olvi,ALU,3,0.62,Ваучер
2024-05-22,2024,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,ALU,6,1.13,Благодійність
2024-05-22,2024,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Aldaris,PET,23,5.3,Готівка
2024-05-22,2024,5,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,15,1.58,Готівка
2024-05-23,2024,5,Литва,Вільнюс,USAD,92,2016,Švyturys,PET,15,1.8,Готівка
2024-05-23,2024,5,Литва,Каунас,USAD,92,2016,Rasa,PET,7,1.35,Ваучер
2024-05-23,2024,5,Фінляндія,Оулу,Palpa,94,1996,Fazer,ALU,9,1.98,Ваучер
2024-05-23,2024,5,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,PET,1,0.12,Ваучер
2024-05-24,2024,5,Норвегія,Берген,Infinitum,97,1999,Farris,ALU,8,1.78,Готівка
2024-05-24,2024,5,Німеччина,Кельн,DPG/Pfand,98,2003,Volvic,ALU,3,0.49,Ваучер
2024-05-24,2024,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,9,2.04,Додаток
2024-05-24,2024,5,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,12,1.89,Ваучер
2024-05-24,2024,5,Швеція,Мальме,Returpack,88,1984,Coca-Cola Sweden,ALU,6,1.1,Ваучер
2024-05-24,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,7,0.84,Готівка
2024-05-24,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Sourcy,ALU,17,2.98,Готівка
2024-05-25,2024,5,Естонія,Нарва,Eesti Pandipakend,93,2005,Aura,ALU,23,2.79,Благодійність
2024-05-25,2024,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,24,3.62,Ваучер
2024-05-25,2024,5,Фінляндія,Оулу,Palpa,94,1996,Pirkka,ALU,17,4.14,Додаток
2024-05-25,2024,5,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,PET,3,0.41,Ваучер
2024-05-25,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,PET,31,6.36,Готівка
2024-05-25,2024,5,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,17,1.7,Готівка
2024-05-26,2024,5,Німеччина,Штутгарт,DPG/Pfand,98,2003,Gerolsteiner,PET,8,1.68,Ваучер
2024-05-26,2024,5,Литва,Клайпеда,USAD,92,2016,Rasa,PET,2,0.34,Готівка
2024-05-26,2024,5,Фінляндія,Тампере,Palpa,94,1996,Fazer,PET,2,0.42,Благодійність
2024-05-26,2024,5,Фінляндія,Оулу,Palpa,94,1996,Coca-Cola Finland,PET,27,4.24,Благодійність
2024-05-26,2024,5,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,PET,1,0.17,Додаток
2024-05-26,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,12,2.43,Ваучер
2024-05-26,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Heineken,ALU,2,0.48,Благодійність
2024-05-27,2024,5,Норвегія,Берген,Infinitum,97,1999,Solo,ALU,31,5.43,Благодійність
2024-05-27,2024,5,Литва,Вільнюс,USAD,92,2016,Akvilė,ALU,2,0.31,Готівка
2024-05-27,2024,5,Литва,Вільнюс,USAD,92,2016,Kauno Grūdai,ALU,4,0.45,Додаток
2024-05-27,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Tuborg,PET,23,3.68,Додаток
2024-05-27,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Carlsberg,PET,29,3.41,Додаток
2024-05-27,2024,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,5,0.52,Додаток
2024-05-28,2024,5,Німеччина,Берлін,DPG/Pfand,98,2003,Coca-Cola,PET,12,2.87,Благодійність
2024-05-28,2024,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Saku,ALU,26,5.99,Готівка
2024-05-28,2024,5,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,26,5.55,Благодійність
2024-05-28,2024,5,Литва,Шяуляй,USAD,92,2016,Utenos,PET,15,3.55,Ваучер
2024-05-28,2024,5,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,PET,8,1.93,Благодійність
2024-05-28,2024,5,Данія,Копенгаген,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,18,2.18,Готівка
2024-05-28,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,ALU,15,2.14,Додаток
2024-05-28,2024,5,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Sourcy,PET,25,4.18,Благодійність
2024-05-29,2024,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Värska,ALU,3,0.62,Ваучер
2024-05-29,2024,5,Естонія,Пярну,Eesti Pandipakend,93,2005,Aura,PET,33,5.81,Готівка
2024-05-29,2024,5,Литва,Шяуляй,USAD,92,2016,Kauno Grūdai,PET,9,2.13,Ваучер
2024-05-29,2024,5,Литва,Клайпеда,USAD,92,2016,Kauno Grūdai,ALU,15,2.14,Ваучер
2024-05-29,2024,5,Фінляндія,Тампере,Palpa,94,1996,Pirkka,ALU,6,1.12,Ваучер
2024-05-29,2024,5,Швеція,Мальме,Returpack,88,1984,Coca-Cola Sweden,PET,6,1.01,Благодійність
2024-05-29,2024,5,Данія,Орхус,Dansk Retursystem,89,2002,Royal Unibrew,PET,12,2.03,Благодійність
2024-05-29,2024,5,Данія,Ольборг,Dansk Retursystem,89,2002,Faxe,ALU,23,4.58,Готівка
2024-05-29,2024,5,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,13,2.53,Ваучер
2024-05-30,2024,5,Німеччина,Берлін,DPG/Pfand,98,2003,Paulaner,PET,15,2.91,Додаток
2024-05-30,2024,5,Естонія,Тарту,Eesti Pandipakend,93,2005,Aura,PET,9,1.72,Ваучер
2024-05-30,2024,5,Хорватія,Спліт,HAOP,90,2006,Jamnica,PET,14,2.78,Готівка
2024-05-30,2024,5,Хорватія,Осієк,HAOP,90,2006,Ozujsko,PET,23,4.67,Додаток
2024-05-30,2024,5,Фінляндія,Турку,Palpa,94,1996,Olvi,PET,27,5.61,Ваучер
2024-05-30,2024,5,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,PET,3,0.59,Ваучер
2024-05-30,2024,5,Швеція,Мальме,Returpack,88,1984,Nygårda,PET,22,3.73,Готівка
2024-05-30,2024,5,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Cido,ALU,8,1.86,Благодійність
2024-05-31,2024,5,Норвегія,Тронгейм,Infinitum,97,1999,Solo,PET,31,4.85,Благодійність
2024-05-31,2024,5,Естонія,Тарту,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,23,4.49,Благодійність
2024-05-31,2024,5,Литва,Шяуляй,USAD,92,2016,Akvilė,PET,13,2.09,Додаток
2024-05-31,2024,5,Швеція,Мальме,Returpack,88,1984,Ramlösa,PET,30,4.33,Додаток
2024-06-01,2024,6,Швеція,Мальме,Returpack,88,1984,Ramlösa,PET,24,4.74,Додаток
2024-06-01,2024,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,3,0.46,Додаток
2024-06-01,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Cido,PET,15,1.76,Ваучер
2024-06-02,2024,6,Норвегія,Берген,Infinitum,97,1999,Coca-Cola Norway,PET,23,4.51,Благодійність
2024-06-02,2024,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,A. Le Coq,PET,31,6.14,Ваучер
2024-06-02,2024,6,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,20,2.35,Благодійність
2024-06-02,2024,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Mangaļi,PET,14,3.34,Ваучер
2024-06-02,2024,6,Нідерланди,Утрехт,Statiegeld Nederland,95,2023,Heineken,PET,18,2.55,Додаток
2024-06-03,2024,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,Aura,PET,5,1.05,Готівка
2024-06-03,2024,6,Данія,Орхус,Dansk Retursystem,89,2002,Carlsberg,PET,23,3.67,Ваучер
2024-06-03,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,16,3.29,Готівка
2024-06-04,2024,6,Німеччина,Франкфурт,DPG/Pfand,98,2003,Sprite,PET,31,5.38,Благодійність
2024-06-04,2024,6,Німеччина,Мюнхен,DPG/Pfand,98,2003,Beck's,PET,27,3.11,Додаток
2024-06-04,2024,6,Естонія,Тарту,Eesti Pandipakend,93,2005,A. Le Coq,PET,16,1.63,Готівка
2024-06-04,2024,6,Фінляндія,Оулу,Palpa,94,1996,Fazer,PET,26,3.62,Додаток
2024-06-04,2024,6,Швеція,Гетеборг,Returpack,88,1984,Coca-Cola Sweden,PET,3,0.58,Благодійність
2024-06-04,2024,6,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,16,2.55,Додаток
2024-06-04,2024,6,Латвія,Єлгава,Latvijas Zalais Punkts,91,2011,Mangaļi,ALU,29,6.59,Благодійність
2024-06-04,2024,6,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,ALU,9,1.8,Готівка
2024-06-05,2024,6,Німеччина,Берлін,DPG/Pfand,98,2003,Fanta,PET,23,4.49,Благодійність
2024-06-05,2024,6,Литва,Шяуляй,USAD,92,2016,Kauno Grūdai,PET,18,2.95,Благодійність
2024-06-05,2024,6,Данія,Орхус,Dansk Retursystem,89,2002,Coca-Cola Denmark,PET,23,4.31,Благодійність
2024-06-05,2024,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,35,7.32,Ваучер
2024-06-06,2024,6,Норвегія,Тромсе,Infinitum,97,1999,Ringnes,ALU,19,2.77,Благодійність
2024-06-06,2024,6,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,ALU,18,4.15,Благодійність
2024-06-06,2024,6,Фінляндія,Тампере,Palpa,94,1996,Olvi,PET,20,4.57,Готівка
2024-06-07,2024,6,Норвегія,Тромсе,Infinitum,97,1999,Hansa,PET,33,7.55,Готівка
2024-06-07,2024,6,Хорватія,Рієка,HAOP,90,2006,Karlovačko,ALU,10,1.06,Готівка
2024-06-07,2024,6,Фінляндія,Оулу,Palpa,94,1996,Hartwall,PET,2,0.24,Ваучер
2024-06-07,2024,6,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Aldaris,PET,22,3.07,Готівка
2024-06-08,2024,6,Німеччина,Кельн,DPG/Pfand,98,2003,Gerolsteiner,ALU,35,7.75,Благодійність
2024-06-08,2024,6,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,ALU,18,1.81,Благодійність
2024-06-08,2024,6,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,PET,20,2.73,Додаток
2024-06-08,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Tērvetes,ALU,27,3.43,Додаток
2024-06-09,2024,6,Норвегія,Ставангер,Infinitum,97,1999,Coca-Cola Norway,PET,13,2.14,Додаток
2024-06-09,2024,6,Норвегія,Осло,Infinitum,97,1999,Coca-Cola Norway,PET,5,1.15,Готівка
2024-06-09,2024,6,Литва,Клайпеда,USAD,92,2016,Utenos,PET,36,6.24,Готівка
2024-06-09,2024,6,Хорватія,Рієка,HAOP,90,2006,Jamnica,PET,33,3.71,Готівка
2024-06-09,2024,6,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,ALU,36,7.54,Готівка
2024-06-10,2024,6,Німеччина,Штутгарт,DPG/Pfand,98,2003,Beck's,PET,37,5.09,Ваучер
2024-06-10,2024,6,Естонія,Пярну,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,32,3.32,Додаток
2024-06-10,2024,6,Литва,Клайпеда,USAD,92,2016,Utenos,ALU,15,3.53,Додаток
2024-06-10,2024,6,Литва,Каунас,USAD,92,2016,Utenos,PET,3,0.4,Додаток
2024-06-10,2024,6,Фінляндія,Оулу,Palpa,94,1996,Olvi,ALU,11,2.2,Додаток
2024-06-10,2024,6,Швеція,Уппсала,Returpack,88,1984,Ramlösa,ALU,29,5.62,Додаток
2024-06-10,2024,6,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,10,1.32,Благодійність
2024-06-11,2024,6,Норвегія,Осло,Infinitum,97,1999,Imsdal,PET,24,2.6,Ваучер
2024-06-11,2024,6,Німеччина,Кельн,DPG/Pfand,98,2003,Pepsi,PET,11,2.36,Готівка
2024-06-11,2024,6,Хорватія,Загреб,HAOP,90,2006,Jamnica,ALU,9,1.4,Готівка
2024-06-11,2024,6,Хорватія,Осієк,HAOP,90,2006,Ozujsko,ALU,27,3.25,Готівка
2024-06-11,2024,6,Фінляндія,Тампере,Palpa,94,1996,Hartwall,PET,31,3.42,Додаток
2024-06-11,2024,6,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,26,3.08,Додаток
2024-06-12,2024,6,Норвегія,Ставангер,Infinitum,97,1999,Imsdal,PET,15,2.63,Ваучер
2024-06-12,2024,6,Литва,Каунас,USAD,92,2016,Utenos,PET,13,2.13,Додаток
2024-06-12,2024,6,Литва,Вільнюс,USAD,92,2016,Akvilė,PET,33,6.09,Благодійність
2024-06-12,2024,6,Фінляндія,Тампере,Palpa,94,1996,Olvi,PET,11,1.49,Ваучер
2024-06-13,2024,6,Литва,Каунас,USAD,92,2016,Akvilė,PET,15,1.75,Готівка
2024-06-13,2024,6,Хорватія,Загреб,HAOP,90,2006,Jamnica,ALU,23,5.5,Додаток
2024-06-13,2024,6,Данія,Ольборг,Dansk Retursystem,89,2002,Royal Unibrew,PET,1,0.2,Ваучер
2024-06-13,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Aldaris,PET,9,1.63,Ваучер
2024-06-13,2024,6,Латвія,Даугавпілс,Latvijas Zalais Punkts,91,2011,Riga Breweries,PET,23,4.09,Готівка
2024-06-13,2024,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,1,0.13,Додаток
2024-06-14,2024,6,Норвегія,Ставангер,Infinitum,97,1999,Ringnes,PET,37,8.47,Додаток
2024-06-14,2024,6,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,PET,36,6.75,Готівка
2024-06-14,2024,6,Естонія,Таллінн,Eesti Pandipakend,93,2005,Põltsamaa Felix,PET,15,3.16,Благодійність
2024-06-14,2024,6,Фінляндія,Тампере,Palpa,94,1996,Pirkka,ALU,33,7.46,Ваучер
2024-06-14,2024,6,Фінляндія,Оулу,Palpa,94,1996,Pirkka,ALU,33,6.55,Додаток
2024-06-14,2024,6,Швеція,Мальме,Returpack,88,1984,Coca-Cola Sweden,PET,19,4.47,Ваучер
2024-06-14,2024,6,Нідерланди,Амстердам,Statiegeld Nederland,95,2023,Grolsch,PET,10,1.36,Ваучер
2024-06-14,2024,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Heineken,ALU,16,2.97,Ваучер
2024-06-15,2024,6,Норвегія,Берген,Infinitum,97,1999,Ringnes,PET,24,5.11,Ваучер
2024-06-15,2024,6,Естонія,Тарту,Eesti Pandipakend,93,2005,Aura,PET,26,3.11,Додаток
2024-06-15,2024,6,Фінляндія,Гельсінкі,Palpa,94,1996,Coca-Cola Finland,PET,29,6.07,Готівка
2024-06-15,2024,6,Фінляндія,Тампере,Palpa,94,1996,Pirkka,ALU,2,0.46,Благодійність
2024-06-15,2024,6,Фінляндія,Турку,Palpa,94,1996,Coca-Cola Finland,PET,24,5.96,Готівка
2024-06-15,2024,6,Фінляндія,Оулу,Palpa,94,1996,Olvi,ALU,1,0.17,Ваучер
2024-06-15,2024,6,Фінляндія,Гельсінкі,Palpa,94,1996,Fazer,ALU,7,1.34,Додаток
2024-06-16,2024,6,Норвегія,Берген,Infinitum,97,1999,Ringnes,ALU,16,2.79,Готівка
2024-06-16,2024,6,Норвегія,Тромсе,Infinitum,97,1999,Solo,PET,14,1.42,Ваучер
2024-06-16,2024,6,Естонія,Тарту,Eesti Pandipakend,93,2005,Värska,PET,15,3.02,Благодійність
2024-06-16,2024,6,Швеція,Уппсала,Returpack,88,1984,Coca-Cola Sweden,PET,28,6.18,Готівка
2024-06-16,2024,6,Данія,Орхус,Dansk Retursystem,89,2002,Faxe,PET,33,5.13,Готівка
2024-06-16,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Tērvetes,PET,37,8.41,Додаток
2024-06-16,2024,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Sourcy,ALU,33,4.29,Готівка
2024-06-17,2024,6,Німеччина,Штутгарт,DPG/Pfand,98,2003,Gerolsteiner,ALU,5,0.7,Ваучер
2024-06-17,2024,6,Естонія,Нарва,Eesti Pandipakend,93,2005,Saku,ALU,23,5.08,Додаток
2024-06-17,2024,6,Фінляндія,Оулу,Palpa,94,1996,Hartwall,ALU,35,5.72,Готівка
2024-06-17,2024,6,Фінляндія,Оулу,Palpa,94,1996,Pirkka,ALU,33,4.59,Готівка
2024-06-17,2024,6,Швеція,Стокгольм,Returpack,88,1984,Coca-Cola Sweden,PET,24,4.05,Додаток
2024-06-17,2024,6,Нідерланди,Гаага,Statiegeld Nederland,95,2023,Spa,PET,33,7.83,Ваучер
2024-06-18,2024,6,Норвегія,Тронгейм,Infinitum,97,1999,Farris,PET,33,3.64,Благодійність
2024-06-18,2024,6,Хорватія,Осієк,HAOP,90,2006,Coca-Cola Croatia,ALU,39,8.8,Ваучер
2024-06-18,2024,6,Швеція,Стокгольм,Returpack,88,1984,Pepsi Sweden,PET,39,5.97,Готівка
2024-06-18,2024,6,Швеція,Уппсала,Returpack,88,1984,Pepsi Sweden,ALU,26,2.72,Готівка
2024-06-18,2024,6,Данія,Оденсе,Dansk Retursystem,89,2002,Royal Unibrew,ALU,18,3.15,Додаток
2024-06-19,2024,6,Естонія,Пярну,Eesti Pandipakend,93,2005,Põltsamaa Felix,ALU,29,6.61,Готівка
2024-06-19,2024,6,Швеція,Гетеборг,Returpack,88,1984,Nygårda,ALU,11,2.46,Додаток
2024-06-19,2024,6,Швеція,Стокгольм,Returpack,88,1984,Ramlösa,ALU,32,4.44,Готівка
2024-06-19,2024,6,Латвія,Юрмала,Latvijas Zalais Punkts,91,2011,Riga Breweries,ALU,28,6.41,Ваучер
2024-06-19,2024,6,Нідерланди,Роттердам,Statiegeld Nederland,95,2023,Coca-Cola NL,PET,5,0.87,Благодійність
2024-06-20,2024,6,Німеччина,Штутгарт,DPG/Pfand,98,2003,Sprite,PET,15,1.7,Благодійність
2024-06-20,2024,6,Естонія,Нарва,Eesti Pandipakend,93,2005,A. Le Coq,ALU,23,4.33,Ваучер
2024-06-20,2024,6,Литва,Вільнюс,USAD,92,2016,Rasa,ALU,27,5.02,Готівка
2024-06-20,2024,6,Литва,Каунас,USAD,92,2016,Kauno Grūdai,PET,26,5.08,Ваучер
2024-06-20,2024,6,Хорватія,Рієка,HAOP,90,2006,Coca-Cola Croatia,PET,39,6.26,Ваучер
2024-06-20,2024,6,Латвія,Рига,Latvijas Zalais Punkts,91,2011,Cido,PET,9,2.21,Додаток
2024-06-21,2024,6,Німеччина,Кельн,DPG/Pfand,98,2003,Paulaner,PET,10,1.91,Готівка
2024-06-21,2024,6,Естонія,Тарту,Eesti Pandipakend,93,2005,Saku,PET,29,4.5,Ваучер
2024-06-21,2024,6,Литва,Вільнюс,USAD,92,2016,Rasa,ALU,6,1.38,Благодійність
2024-06-21,2024,6,Литва,Шяуляй,USAD,92,2016,Kauno Grūdai,ALU,18,2.37,Додаток
2024-06-21,2024,6,Хорватія,Рієка,HAOP,90,2006,Jamnica,ALU,22,2.73,Благодійність
